id,restaurant_name,address,lat,lng,rating,closing_time,hours_of_operation,closing_hour,peak_surplus_day,peak_surplus_kg
sb-ChIJS5f2fvEV6YAR,LOKUM,"1019 State St, Santa Barbara, CA 93101, USA",34.4217998,-119.7026736,4.6,9:00 PM,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 9:30 AM – 9:00 PM | Sunday: 10:00 AM – 8:00 PM,21.0,Sunday,30.95
sb-ChIJa1v9L3ZA6YAR,The Imperial,"320 S Kellogg Ave, Goleta, CA 93117, USA",34.4347356,-119.8196934,4.7,1:00 AM,Monday: 5:00 PM – 12:00 AM | Tuesday: 5:00 PM – 12:00 AM | Wednesday: 5:00 PM – 1:00 AM | Thursday: 5:00 PM – 1:00 AM | Friday: 5:00 PM – 1:00 AM | Saturday: 5:00 PM – 1:00 AM | Sunday: Closed,1.0,Sunday,46.14
sb-ChIJcaiEofoV6YAR,Rocky Mountain Grill,"25 W Ortega St, Santa Barbara, CA 93101, USA",34.4176626,-119.6984617,0.0,11:00 PM,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,23.0,Monday,33.32
sb-ChIJdTFsmHgT6YAR,The Shop Brunch,"730 N Milpas St, Santa Barbara, CA 93103, USA",34.4290561,-119.6888,4.5,2:00 PM,Monday: 9:00 AM – 2:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 9:00 AM – 2:00 PM | Friday: 9:00 AM – 2:00 PM | Saturday: 9:00 AM – 2:00 PM | Sunday: 9:00 AM – 2:00 PM,14.0,Sunday,41.52
sb-ChIJX7ZHGd0_6YAR,Lighthouse Coffee,"199 S Turnpike Rd #101, Goleta, CA 93111, USA",34.4368822,-119.7897261,4.2,4:00 PM,Monday: 6:00 AM – 4:00 PM | Tuesday: 6:00 AM – 4:00 PM | Wednesday: 6:00 AM – 4:00 PM | Thursday: 6:00 AM – 4:00 PM | Friday: 6:00 AM – 4:00 PM | Saturday: 6:00 AM – 4:00 PM | Sunday: 6:00 AM – 4:00 PM,16.0,Sunday,40.85
sb-ChIJU_q5kqM_6YAR,The OG Bowl,"6529 Trigo Rd B, Isla Vista, CA 93117, USA",34.4109159,-119.8550303,0.0,2:00 PM,Monday: Closed | Tuesday: 11:00 AM – 2:00 PM | Wednesday: Closed | Thursday: 11:00 AM – 2:00 PM | Friday: Closed | Saturday: 11:00 AM – 2:00 PM | Sunday: Closed,14.0,Monday,45.03
sb-ChIJTcmW9qIV6YAR,Outpost Coffee & Kitchen,"955 Embarcadero del Mar Suite F, Isla Vista, CA 93117, USA",34.4120096,-119.8575399,4.5,4:00 PM,Monday: 7:00 AM – 4:00 PM | Tuesday: 7:00 AM – 4:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 4:00 PM | Friday: 7:00 AM – 4:00 PM | Saturday: 8:00 AM – 4:00 PM | Sunday: 8:00 AM – 4:00 PM,16.0,Sunday,41.3
sb-ChIJYUpWZH0U6YAR,bouchon Santa Barbara,"9 W Victoria St, Santa Barbara, CA 93101, USA",34.4239651,-119.7059783,4.6,9:00 PM,Monday: 5:00 – 8:30 PM | Tuesday: 5:00 – 8:30 PM | Wednesday: 5:00 – 8:30 PM | Thursday: 5:00 – 8:30 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: 5:00 – 8:30 PM,21.0,Sunday,30.95
sb-ChIJaeXVQocT6YAR,Jill's Place Restaurant,"632 Santa Barbara St, Santa Barbara, CA 93101, USA",34.420725,-119.6953833,4.6,2:00 PM,"Monday: 11:00 AM – 3:00 PM, 4:00 – 9:00 PM | Tuesday: 11:00 AM – 3:00 PM, 4:00 – 9:00 PM | Wednesday: 11:00 AM – 3:00 PM, 4:00 – 9:00 PM | Thursday: 11:00 AM – 3:00 PM, 4:00 – 9:00 PM | Friday: 11:00 AM – 3:00 PM, 4:00 – 9:30 PM | Saturday: 8:00 AM – 2:00 PM, 4:00 – 9:30 PM | Sunday: Closed",14.0,Sunday,41.65
sb-ChIJQWiPSwAT6YAR,Soul Steakhouse,"504 State St, Santa Barbara, CA 93101, USA",34.4170231,-119.6955978,0.0,8:00 PM,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,20.0,Monday,41.41
sb-ChIJSRvNXrsp3YAR,In-N-Out Burger,"4865 Calle Real, Goleta, CA 93111, USA",34.4429318,-119.790712,4.6,1:30 AM,Monday: 10:30 AM – 1:00 AM | Tuesday: 10:30 AM – 1:00 AM | Wednesday: 10:30 AM – 1:00 AM | Thursday: 10:30 AM – 1:00 AM | Friday: 10:30 AM – 1:30 AM | Saturday: 10:30 AM – 1:30 AM | Sunday: 10:30 AM – 1:00 AM,1.5,Sunday,45.82
sb-ChIJYQ5OzHgT6YAR,Taqueria El Buen Gusto & Best Menudo,"836 N Milpas St, Santa Barbara, CA 93103, USA",34.4301415,-119.690127,4.3,9:00 PM,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJSwoVEXxA6YAR,El Sitio Restaurant - Fairview,"102 S Fairview Ave, Goleta, CA 93117, USA",34.4373268,-119.8304287,4.2,8:30 PM,Monday: 8:00 AM – 8:30 PM | Tuesday: 8:00 AM – 8:30 PM | Wednesday: 8:00 AM – 8:30 PM | Thursday: 8:00 AM – 8:30 PM | Friday: 8:00 AM – 8:30 PM | Saturday: 8:00 AM – 8:30 PM | Sunday: 8:00 AM – 3:30 PM,20.5,Sunday,32.67
sb-ChIJWbFtzNgU6YAR,Rudy's Restaurant Upper State,"3613 State St, Santa Barbara, CA 93105, USA",34.4401199,-119.7408979,4.3,9:00 PM,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,21.0,Sunday,30.59
sb-ChIJW8GkbIgT6YAR,La Aroma De Havana Cigar Lounge,"411 State St, Santa Barbara, CA 93101, USA",34.4160327,-119.6948321,4.7,11:00 PM,Monday: 4:00 – 8:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 11:00 AM – 8:00 PM,23.0,Monday,26.09
sb-ChIJXRptuvUT6YAR,Santa Barbara Fish Market,"117 Harbor Way, Santa Barbara, CA 93109, USA",34.4036611,-119.6936605,4.4,6:30 PM,Monday: 9:00 AM – 6:30 PM | Tuesday: 9:00 AM – 6:30 PM | Wednesday: 9:00 AM – 6:30 PM | Thursday: 9:00 AM – 6:30 PM | Friday: 9:00 AM – 6:30 PM | Saturday: 7:30 AM – 6:30 PM | Sunday: 9:00 AM – 6:30 PM,18.5,Sunday,41.32
sb-ChIJRzbv-wZB6YAR,Lighthouse Coffee,"5696 Calle Real, Goleta, CA 93117, USA",34.4416884,-119.8240521,4.3,4:00 PM,Monday: 6:00 AM – 4:00 PM | Tuesday: 6:00 AM – 4:00 PM | Wednesday: 6:00 AM – 4:00 PM | Thursday: 6:00 AM – 4:00 PM | Friday: 6:00 AM – 4:00 PM | Saturday: 6:00 AM – 4:00 PM | Sunday: 6:00 AM – 4:00 PM,16.0,Sunday,41.04
sb-ChIJRX8RYX0U6YAR,Olio Pizzeria,"11 W Victoria St #21, Santa Barbara, CA 93101, USA",34.4236564,-119.7060493,4.4,9:30 PM,Monday: 4:00 – 9:00 PM | Tuesday: 4:00 – 9:00 PM | Wednesday: 4:00 – 9:00 PM | Thursday: 4:00 – 9:00 PM | Friday: 4:00 – 9:30 PM | Saturday: 4:00 – 9:30 PM | Sunday: 4:00 – 9:00 PM,21.5,Sunday,28.91
sb-ChIJdYYKtNgU6YAR,Sun Sushi,"3631 State St, Santa Barbara, CA 93105, USA",34.4401927,-119.7415157,4.6,10:00 PM,"Monday: Closed | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 5:00 – 9:00 PM",22.0,Friday,27.85
sb-ChIJceW8L6YT6YAR,El Pastorcito Food Truck,"335 S Milpas St, Santa Barbara, CA 93103, USA",34.4181938,-119.6737931,4.3,11:00 PM,Monday: Closed | Tuesday: 4:00 – 10:00 PM | Wednesday: 4:00 – 10:00 PM | Thursday: 4:00 – 10:00 PM | Friday: 4:00 – 11:00 PM | Saturday: 4:00 – 11:00 PM | Sunday: 4:00 – 10:00 PM,23.0,Monday,26.32
sb-ChIJV6QFS38_6YAR,Costa Terraza Restaurant & Tapas Bar,"500 James Fowler Rd, Santa Barbara, CA 93117, USA",34.424815,-119.8364563,2.9,7:00 PM,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,19.0,Sunday,39.45
sb-ChIJX8CGAWk_6YAR,CAJÉ Coffee Roasters,"948 Embarcadero del Norte, Goleta, CA 93117, USA",34.4120513,-119.8552396,4.5,8:00 PM,Monday: 7:00 AM – 8:00 PM | Tuesday: 7:00 AM – 8:00 PM | Wednesday: 7:00 AM – 8:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 8:00 PM | Saturday: 7:00 AM – 8:00 PM | Sunday: 7:00 AM – 8:00 PM,20.0,Sunday,35.62
sb-ChIJRUcbYO0U6YAR,Live Oak Cafe,"2220 Bath St, Santa Barbara, CA 93105, USA",34.4299936,-119.7208517,4.5,2:00 PM,"Monday: 7:00 AM – 2:00 PM, 4:30 – 9:00 PM | Tuesday: 7:00 AM – 2:00 PM, 4:30 – 9:00 PM | Wednesday: 7:00 AM – 2:00 PM, 4:30 – 9:00 PM | Thursday: 7:00 AM – 2:00 PM, 4:30 – 9:00 PM | Friday: 7:00 AM – 2:00 PM, 4:30 – 9:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM",14.0,Sunday,41.52
sb-ChIJZa2CHdwU6YAR,Your Choice Restaurant,"3404 State St, Santa Barbara, CA 93105, USA",34.440628,-119.736791,4.4,7:30 PM,"Monday: Closed | Tuesday: 11:00 AM – 2:00 PM, 4:00 – 7:30 PM | Wednesday: 11:00 AM – 2:00 PM, 4:00 – 7:30 PM | Thursday: 11:00 AM – 2:00 PM, 4:00 – 7:30 PM | Friday: 11:00 AM – 2:00 PM, 4:00 – 7:30 PM | Saturday: 4:00 – 7:30 PM | Sunday: 4:00 – 7:30 PM",19.5,Sunday,38.34
sb-ChIJZ6y94AxB6YAR,Hochaya,"7060 Hollister Ave #101, Goleta, CA 93117, USA",34.431177,-119.8740625,4.3,9:00 PM,Monday: Closed | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 12:00 – 9:00 PM,21.0,Sunday,30.59
sb-ChIJVVWffHBA6YAR,Cold Stone Creamery,"5718 Calle Real, Goleta, CA 93117, USA",34.4417173,-119.8243079,4.1,11:00 PM,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 10:00 PM,23.0,Monday,26.44
sb-ChIJbQoYxq9A6YAR,Sushi Ai,"7020 Market Pl Dr, Goleta, CA 93117, USA",34.4295151,-119.8721849,3.8,9:30 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:30 PM | Saturday: 11:00 AM – 9:30 PM | Sunday: 11:00 AM – 9:00 PM,21.5,Friday,28.4
sb-ChIJczuayHlA6YAR,Del Valle Grill,"5746 Hollister Ave, Goleta, CA 93117, USA",34.4359662,-119.824879,4.2,8:30 PM,Monday: 10:30 AM – 8:30 PM | Tuesday: 10:30 AM – 8:30 PM | Wednesday: 10:30 AM – 8:30 PM | Thursday: 10:30 AM – 8:30 PM | Friday: 10:30 AM – 8:30 PM | Saturday: 9:00 AM – 8:30 PM | Sunday: 9:00 AM – 8:30 PM,20.5,Sunday,32.67
sb-ChIJYwV2ITA_6YAR,Battle Bagels,"6692 Del Playa Dr, Isla Vista, CA 93117, USA",34.409766,-119.8619921,0.0,10:00 PM,Monday: Closed | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:00 AM – 12:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 3:00 PM,22.0,Monday,35.73
sb-ChIJWbHDdqoT6YAR,Uncle Roccos Famous NY Pizza,"437 State St, Santa Barbara, CA 93101, USA",34.4165471,-119.6955333,3.8,2:30 AM,Monday: 12:00 PM – 12:30 AM | Tuesday: 12:00 PM – 12:30 AM | Wednesday: 12:00 PM – 12:30 AM | Thursday: 12:00 PM – 2:30 AM | Friday: 12:00 PM – 2:30 AM | Saturday: 12:00 PM – 2:30 AM | Sunday: 12:00 PM – 1:30 AM,2.5,Sunday,44.26
sb-ChIJbYNI-IwU6YAR,Mission Street Ice Cream & Yogurt - Featuring McConnell's Fine Ice Creams,"201 W Mission St, Santa Barbara, CA 93101, USA",34.428328,-119.716679,4.7,10:30 PM,Monday: 10:30 AM – 10:00 PM | Tuesday: 10:30 AM – 10:00 PM | Wednesday: 10:30 AM – 10:00 PM | Thursday: 10:30 AM – 10:00 PM | Friday: 10:30 AM – 10:30 PM | Saturday: 10:30 AM – 10:30 PM | Sunday: 10:30 AM – 10:00 PM,22.5,Friday,26.83
sb-ChIJcc_7A4GcN24R,Crafted Cocktails,"1135 Chino St Apt B, Santa Barbara, CA 93101, USA",34.41463230000001,-119.7135578,5.0,Open 24 hours,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,21.0,Sunday,31.59
sb-ChIJQXcSqSYV6YAR,Lure Fish House,"3815 State St Suite G131, Santa Barbara, CA 93105, USA",34.4387112,-119.7480354,4.6,10:00 PM,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 10:00 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: 11:30 AM – 9:00 PM,22.0,Friday,27.85
sb-ChIJXyfOCTsT6YAR,CAJÉ Coffee Roasters,"416 E Haley St, Santa Barbara, CA 93101, USA",34.4214524,-119.690428,4.7,6:00 PM,Monday: 7:00 AM – 6:00 PM | Tuesday: 7:00 AM – 6:00 PM | Wednesday: 7:00 AM – 6:00 PM | Thursday: 7:00 AM – 6:00 PM | Friday: 7:00 AM – 6:00 PM | Saturday: 7:00 AM – 6:00 PM | Sunday: 7:00 AM – 6:00 PM,18.0,Sunday,41.65
sb-ChIJTTCUidQV6YAR,Revolver,"1429 San Andres St, Santa Barbara, CA 93101, USA",34.4184182,-119.7160021,4.5,9:00 PM,Monday: Closed | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 12:00 – 9:00 PM,21.0,Sunday,30.83
sb-ChIJc1cMygkV6YAR,Cheese Shop Santa Barbara,"827 Santa Barbara St, Santa Barbara, CA 93101, USA",34.422317,-119.698081,5.0,5:00 PM,Monday: Closed | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 5:00 PM | Thursday: 10:00 AM – 5:00 PM | Friday: 10:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: Closed,17.0,Sunday,41.98
sb-ChIJZQn65I4T6YAR,Lama Dog Tap Room + Bottle Shop,"116 Santa Barbara St, Santa Barbara, CA 93101, USA",34.415751,-119.68852,4.4,12:00 AM,Monday: 11:30 AM – 10:00 PM | Tuesday: 11:30 AM – 10:00 PM | Wednesday: 11:30 AM – 10:00 PM | Thursday: 11:30 AM – 10:00 PM | Friday: 11:30 AM – 12:00 AM | Saturday: 11:30 AM – 12:00 AM | Sunday: 11:30 AM – 9:00 PM,0.0,Sunday,45.97
sb-ChIJdU6w7LQT6YAR,Rori’s Artisanal Creamery,"1024 Coast Village Rd, Montecito, CA 93108, USA",34.4227296,-119.6518981,4.6,9:00 PM,Monday: 12:30 – 8:30 PM | Tuesday: 12:30 – 8:30 PM | Wednesday: 12:30 – 8:30 PM | Thursday: 12:30 – 8:30 PM | Friday: 12:30 – 9:00 PM | Saturday: 12:30 – 9:00 PM | Sunday: 12:30 – 8:30 PM,21.0,Sunday,30.95
sb-ChIJaW2bCoEV6YAR,Wabi Sabi Santa Barbara,"38 W Victoria St #119, Santa Barbara, CA 93101, USA",34.4236464,-119.7072321,3.5,8:30 PM,Monday: 11:00 AM – 8:30 PM | Tuesday: 11:00 AM – 8:30 PM | Wednesday: 11:00 AM – 8:30 PM | Thursday: 11:00 AM – 8:30 PM | Friday: 11:00 AM – 8:30 PM | Saturday: 11:00 AM – 8:30 PM | Sunday: 11:00 AM – 8:30 PM,20.5,Sunday,31.84
sb-ChIJZ_4LfJkV6YAR,The Win~Dow,"701 Chapala St, Santa Barbara, CA 93101, USA",34.4175894,-119.6994583,4.3,10:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 9:00 PM,22.0,Friday,27.59
sb-ChIJY0MUUu4_6YAR,on the side restaurant,"966 Embarcadero del Mar, Isla Vista, CA 93117, USA",34.411727,-119.8567951,5.0,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,31.59
sb-ChIJRbvchh8V6YAR,Apna Indian Kitchen,"718 State St, Santa Barbara, CA 93101, USA",34.4191948,-119.6985613,4.7,9:00 PM,Monday: Closed | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 12:00 – 9:00 PM,21.0,Sunday,31.11
sb-ChIJdRCjHg4V6YAR,Mangione’s Italian Ice Co.,"1222 State St, Santa Barbara, CA 93101, USA",34.4240209,-119.7051188,4.6,6:00 PM,Monday: 12:00 – 5:00 PM | Tuesday: 12:00 – 5:00 PM | Wednesday: 12:00 – 5:00 PM | Thursday: 12:00 – 5:00 PM | Friday: 12:00 – 6:00 PM | Saturday: 12:00 – 6:00 PM | Sunday: 12:00 – 6:00 PM,18.0,Sunday,41.52
sb-ChIJV56OYGg_6YAR,FB Isla Vista,"879 Embarcadero del Norte, Isla Vista, CA 93117, USA",34.4132668,-119.8556875,4.6,2:00 AM,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 11:00 PM,2.0,Sunday,45.65
sb-ChIJXRKNS3kU6YAR,The Blue Owl,"5 W Canon Perdido St, Santa Barbara, CA 93101, USA",34.4201929,-119.7008213,4.6,1:00 AM,Monday: Closed | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 1:00 AM | Saturday: 11:00 AM – 1:00 AM | Sunday: 11:00 AM – 9:00 PM,1.0,Sunday,45.99
sb-ChIJSQ7L-usU6YAR,Yellow Belly Tap,"2611 De La Vina St, Santa Barbara, CA 93105, USA",34.4348537,-119.7247287,4.6,9:00 PM,Monday: 4:00 – 8:30 PM | Tuesday: 4:00 – 8:30 PM | Wednesday: 4:00 – 8:30 PM | Thursday: 4:00 – 8:30 PM | Friday: 4:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: Closed,21.0,Sunday,30.95
sb-ChIJbdWKkYcU6YAR,Petros,"1316 State St, Santa Barbara, CA 93101, USA",34.424834,-119.70611,4.6,10:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 5:00 – 8:30 PM,22.0,Friday,27.85
sb-ChIJYZcJ5I4T6YAR,Topa Topa Brewing Co.,"120 Santa Barbara St, Santa Barbara, CA 93101, USA",34.4157869,-119.688601,4.7,11:00 PM,Monday: 12:00 – 8:00 PM | Tuesday: 12:00 – 8:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 12:00 – 9:00 PM,23.0,Monday,26.09
sb-ChIJSY8jHsMU6YAR,Flavor of India Santa Barbara,"3026 State St, Santa Barbara, CA 93105, USA",34.440613,-119.729368,4.2,3:00 PM,"Monday: 11:00 AM – 3:00 PM, 5:00 – 9:30 PM | Tuesday: 11:00 AM – 3:00 PM, 5:00 – 9:30 PM | Wednesday: 11:00 AM – 3:00 PM, 5:00 – 9:30 PM | Thursday: 11:00 AM – 3:00 PM, 5:00 – 9:30 PM | Friday: 11:00 AM – 3:00 PM, 5:00 – 9:30 PM | Saturday: 11:00 AM – 3:00 PM, 5:00 – 9:30 PM | Sunday: 12:00 – 3:00 PM, 4:30 – 9:00 PM",15.0,Sunday,40.81
sb-ChIJWRDGHHYV6YAR,Augie's of Santa Barbara,"700 State St, Santa Barbara, CA 93101, USA",34.4187954,-119.6980596,4.3,10:00 PM,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 10:00 AM – 6:00 PM,22.0,Friday,27.59
sb-ChIJSxHAQyET6YAR,Casa Comal Cocina Tradicional Mexicana,"505 State St, Santa Barbara, CA 93101, USA",34.4168814,-119.6958823,4.2,2:00 AM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 9:00 PM,2.0,Sunday,45.04
sb-ChIJV5Hmt7g_6YAR,ASIA 101,"903 Embarcadero del Norte, Isla Vista, CA 93117, USA",34.4129345,-119.8555307,4.5,9:00 PM,Monday: 11:30 AM – 9:00 PM | Tuesday: 11:30 AM – 9:00 PM | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 11:30 AM – 9:00 PM,21.0,Sunday,30.83
sb-ChIJR5YstEw_6YAR,Firebelly Wings,"6553 Pardall Rd, Goleta, CA 93117, USA",34.41292180000001,-119.8563933,0.0,Unknown,,21.0,Monday,38.31
sb-ChIJUWM7rSEV6YAR,Bibi Ji 2.0,"1213 State St B, Santa Barbara, CA 93101, USA",34.42363,-119.7051112,4.1,10:00 PM,Monday: 5:00 – 10:00 PM | Tuesday: Closed | Wednesday: Closed | Thursday: 5:00 – 10:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 5:00 – 10:00 PM,22.0,Friday,27.54
sb-ChIJUYr7d2QV6YAR,Dean: a coffee shop,"6100 Hollister Ave Suite 1B, Goleta, CA 93117, USA",34.4346348,-119.8358572,4.5,3:00 PM,Monday: 6:00 AM – 3:00 PM | Tuesday: 6:00 AM – 3:00 PM | Wednesday: 6:00 AM – 3:00 PM | Thursday: 6:00 AM – 3:00 PM | Friday: 6:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM,15.0,Sunday,41.35
sb-ChIJU7pw5XgU6YAR,Blenders In The Grass- Downtown Santa Barbara,"720 State St, Santa Barbara, CA 93101, USA",34.4192639,-119.698575,4.5,10:00 PM,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,22.0,Friday,27.76
sb-ChIJTxEHzY4T6YAR,The Lark Santa Barbara,"131 Anacapa St, Santa Barbara, CA 93101, USA",34.414624,-119.6904907,4.5,2:00 PM,"Monday: 5:00 – 9:00 PM | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 10:30 AM – 2:00 PM, 5:00 – 10:00 PM | Sunday: 10:30 AM – 2:00 PM, 5:00 – 9:00 PM",14.0,Sunday,41.52
sb-ChIJnaHMZsgV6YAR,Taqueria La Unica,"3771 State St, Santa Barbara, CA 93105, USA",34.4401968,-119.7458006,4.5,9:00 PM,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,21.0,Sunday,30.83
